state_id,P_exact,P_emp
"het:edges=0-1,0-2,0-3,0-4,3-5;types=0,0,0,0,1,0",0.0371560450347388,0.04238095238095238
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,0,1",0.01238534834491299,0.015238095238095238
"het:edges=0-1,0-2,0-3,0-4,4-5;types=0,0,0,0,1,0",0.012966220105965494,0.01380952380952381
"het:edges=0-1,0-2,0-3,1-4,2-5;types=0,0,0,1,0,0",0.04545819644717583,0.04619047619047619
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,0,0,1",0.09091639289435169,0.09571428571428571
"het:edges=0-1,0-2,0-3,2-4,3-5;types=0,0,0,1,0,0",0.09518036382019048,0.10238095238095238
"het:edges=0-1,0-2,0-3,2-4,3-5;types=1,0,0,0,0,0",0.049822157305948994,0.045714285714285714
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,0,0,1",0.04109801448232344,0.04428571428571428
"het:edges=0-1,0-2,0-3,3-4,3-5;types=0,0,0,1,0,0",0.022521700183154636,0.024761904761904763
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,0,0,0,1",0.04545819644717602,0.0419047619047619
"het:edges=0-1,0-2,1-3,1-4,2-5;types=0,0,1,0,0,0",0.047590181910095446,0.0419047619047619
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,0,0,0,1",0.09091639289435186,0.09142857142857143
"het:edges=0-1,0-2,1-3,2-4,2-5;types=0,0,1,0,0,0",0.049822157305948994,0.047619047619047616
"het:edges=0-1,0-2,1-3,2-4,2-5;types=1,0,0,0,0,0",0.04759018191009549,0.040952380952380955
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,0,1",0.10056192009562186,0.09571428571428571
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,0,0,1,0",0.10527826540897402,0.10904761904761905
"het:edges=0-1,0-2,1-3,2-4,4-5;types=0,0,1,0,0,0",0.10527826540897406,0.10095238095238095
